,Data Source,World Development Indicators,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
155,Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.06563414634147,57.65614634146342,58.180243902439024,58.6429024390244,59.055585365853666,59.43370731707318,59.79321951219513,60.151536585365854,60.523097560975614,60.91936585365855,61.35024390243903,61.81917073170732,62.31765853658538,62.83782926829268,63.37426829268294,63.920146341463415,64.46860975609756,65.01282926829269,65.5459268292683,66.0630243902439,66.56021951219513,67.03704878048781,67.4959268292683,67.94078048780489,68.37202439024391,68.79260975609756,69.20343902439025,69.60741463414635,70.00648780487806,70.40158536585366,70.79573170731709,71.19097560975611,71.58582926829268,71.9778292682927,72.3638536585366,72.73826829268293,73.09241463414635,73.42265853658539,73.72646341463415,74.00580487804879,74.26526829268293,74.5109756097561,74.75058536585367,74.99175609756098,75.23656097560978,75.48553658536588,75.73665853658538,75.98439024390244,76.22665853658536,76.46146341463414,76.69029268292684,76.91417073170733,77.1350731707317,
156,Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.14146341463415,,,,,,,,,,,,67.50487804878048,65.23902439024391,,,,,,,,,,,,,
157,Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.740407449194805,47.30652117837127,48.035371465506195,48.98250772754245,50.131437756471804,51.41564755770049,52.760647163447096,54.05167233369767,55.22182207096894,56.222353906997654,57.04880308966686,57.71258751174308,58.27314169144199,58.7858939833514,59.26329518198975,59.715500300305145,60.14912611367087,60.550253771266654,60.919115638917205,61.26425629654305,61.59783227375051,61.91795079646802,62.23050593683703,62.5422728454634,62.85178472318172,63.15851480272295,63.46591376654926,63.76989563985563,64.0533194639993,64.32291852202836,64.57643952807386,64.81002091749687,65.02095450272597,65.21848912585128,65.43405689724207,65.64977611463567,65.89454600603966,66.17119108845463,66.45713070641831,66.76575417862641,67.08929705487589,67.40722970047908,67.70933951783043,68.00215695329281,68.27973248971587,68.53316481560296,68.77683484955017,69.0072753370605,69.22760086979092,69.4545396548451,69.66763043386976,69.87864336743446,70.0756180569818,
158,"Macedonia, FYR",MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.62280487804879,61.24939024390245,61.860463414634154,62.45951219512196,63.04946341463415,63.63173170731707,64.2047317073171,64.7639756097561,65.30246341463415,65.81470731707319,66.29278048780488,66.73124390243905,67.12568292682927,67.47370731707318,67.77541463414634,68.0248536585366,68.21909756097563,68.36363414634145,68.47146341463416,68.55856097560977,68.65043902439025,68.77360975609757,68.944,69.16904878048783,69.44663414634147,69.76365853658538,70.0949512195122,70.41295121951221,70.69763414634147,70.942,71.14763414634147,71.32565853658538,71.49473170731707,71.6709268292683,71.86031707317073,72.06680487804879,72.29229268292684,72.52914634146343,72.77034146341462,73.01046341463415,73.24219512195123,73.455756097561,73.64734146341463,73.81551219512195,73.96075609756099,74.0889024390244,74.20673170731709,74.3229512195122,74.4459024390244,74.57846341463416,74.72214634146341,74.87451219512195,75.03126829268294,
159,Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,28.211609756097562,28.358731707317077,28.54846341463415,28.796390243902444,29.111048780487806,29.501926829268292,29.9709756097561,30.505634146341468,31.09378048780488,31.726414634146348,32.39300000000001,33.08151219512196,33.785000000000004,34.49446341463415,35.205414634146344,35.917804878048784,36.63307317073171,37.358707317073176,38.098341463414634,38.84904878048781,39.61314634146342,40.390902439024394,41.17702439024391,41.9619756097561,42.734195121951224,43.4808780487805,44.190658536585374,44.85317073170733,45.45907317073171,46.00126829268294,46.46470731707318,46.836512195121955,47.12346341463415,47.34229268292684,47.51160975609756,47.661975609756105,47.82746341463415,48.035487804878045,48.30502439024391,48.64504878048781,49.055487804878055,49.524292682926834,50.0239024390244,50.53080487804879,51.033,51.522536585365856,51.994439024390246,52.45382926829269,52.90324390243903,53.342195121951235,53.77073170731708,54.190829268292696,54.603926829268296,
160,Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.60178048780487,67.90270731707318,68.2047804878049,68.50490243902439,68.7999756097561,69.08646341463415,69.36636585365855,69.64021951219513,69.91158536585368,70.1789512195122,70.44331707317073,70.70470731707319,70.96260975609758,71.21851219512196,71.4709268292683,71.72085365853658,71.96878048780488,72.21319512195123,72.45560975609756,72.6950243902439,72.93243902439026,73.1668292682927,73.39875609756098,73.62868292682928,73.85512195121953,74.08056097560976,74.30351219512197,74.52446341463416,74.7429024390244,74.96034146341464,75.17578048780487,75.39019512195124,75.83341463414634,76.60243902439025,76.9,77.14146341463415,77.14146341463415,77.59024390243903,77.3878048780488,77.30000000000001,78.2,78.84390243902439,78.73902439024391,78.54634146341465,79.25365853658539,79.30000000000001,79.43902439024392,79.79268292682927,79.63658536585366,80.24146341463415,81.39756097560976,80.74634146341464,80.74634146341464,
161,Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.73639024390244,43.40253658536586,44.15136585365854,45.0039024390244,45.95509756097562,46.966390243902445,47.97668292682927,48.91636585365854,49.73585365853659,50.41863414634147,50.967682926829276,51.409560975609764,51.79385365853659,52.16263414634147,52.53541463414634,52.92421951219513,53.32907317073171,53.73843902439025,54.143292682926834,54.544658536585374,54.94151219512195,55.33439024390244,55.72326829268294,56.10714634146343,56.48753658536586,56.8639268292683,57.23680487804879,57.606170731707316,57.9730243902439,58.33585365853659,58.69517073170733,59.05000000000001,59.40034146341464,59.74519512195123,60.08507317073172,60.41948780487805,60.749414634146355,61.07536585365854,61.39682926829269,61.712780487804885,62.02421951219513,62.32960975609757,62.6299512195122,62.922731707317084,63.205439024390245,63.47656097560977,63.73158536585367,63.96953658536586,64.18941463414635,64.39373170731707,64.58300000000001,64.76124390243903,64.93246341463416,
162,Middle East & North Africa (developing only),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.57008376999112,47.19998166318014,47.81648015309388,48.423160718386384,49.02195328284382,49.610413631237535,50.18271735729022,50.73725702323403,51.27712080751821,51.80990444490278,52.353239175220665,52.92930191817446,53.547575437277665,54.20638767384006,54.894867099541294,55.58029387256908,56.21943410042438,56.783875964893156,57.26478915894436,57.672693398917595,58.04725229031631,58.4449242013708,58.91803215456012,59.50031813881915,60.1969845895919,60.9995124173519,61.87492510261336,62.767348282901864,63.62950588314307,64.43393489754529,65.2395919778309,65.8644613942221,66.41204135882712,66.88867822737265,67.31574092936768,67.69944436029436,68.03283507733619,68.33699632111515,68.60809360682124,68.86925848974865,69.10234211724706,69.32563288849536,69.5297586383583,69.71563454237102,69.8996092986627,70.0783105617672,70.265038110539,70.45179980677737,70.63627174646678,70.8268290113897,71.02233946549205,71.22535911472951,71.43147199615302,
163,Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.705609756097566,64.39178048780488,65.06190243902438,65.70290243902438,66.30826829268294,66.88439024390244,67.44717073170733,68.01219512195124,68.58809756097563,69.16958536585366,69.7398292682927,70.27602439024392,70.75841463414635,71.17526829268293,71.52385365853658,71.8110731707317,72.05026829268294,72.2639756097561,72.46804878048782,72.66975609756099,72.87219512195121,73.07034146341464,73.25570731707317,73.42185365853659,73.57109756097562,73.7069268292683,73.83448780487807,73.96014634146343,74.0861951219512,74.21270731707318,74.34104878048782,74.4730243902439,74.602,74.71753658536586,74.8108780487805,74.85700000000001,74.8290243902439,74.71934146341464,74.53363414634147,74.28939024390245,74.02136585365855,73.77463414634147,73.58860975609757,73.48975609756098,73.48721951219513,73.57480487804878,73.7309268292683,73.91726829268292,74.1020487804878,74.27134146341464,74.41673170731708,74.53936585365854,74.64987804878051,
164,Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.368804878048785,49.27897560975611,50.16004878048781,50.98729268292684,51.74609756097561,52.43739024390244,53.075292682926836,53.680512195121956,54.26573170731708,54.827024390243906,55.34643902439026,55.80146341463415,56.175097560975615,56.46026829268293,56.659512195121955,56.78078048780488,56.83409756097561,56.84641463414635,56.84775609756098,56.86360975609757,56.925512195121954,57.06402439024391,57.285170731707325,57.58541463414634,57.95770731707317,58.380853658536594,58.825682926829266,59.25760975609757,59.64958536585367,59.98973170731708,60.270341463414645,60.49182926829269,60.676951219512205,60.84778048780488,61.020634146341465,61.21558536585366,61.45302439024391,61.741390243902444,62.08441463414635,62.480121951219516,62.92370731707318,63.40260975609756,63.895951219512206,64.38326829268294,64.85182926829269,65.28780487804879,65.68275609756098,66.03743902439025,66.35712195121953,66.64121951219514,66.89460975609757,67.12470731707317,67.33943902439024,
165,Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.00370731707317,35.46675609756098,35.912268292682924,36.33878048780488,36.74875609756098,37.148219512195126,37.544682926829275,37.94517073170732,38.35668292682927,38.779731707317076,39.218829268292694,39.67897560975611,40.151682926829274,40.6269268292683,41.09224390243903,41.53012195121952,41.92107317073171,42.25309756097562,42.520195121951225,42.71985365853659,42.85104878048781,42.91678048780488,42.935,42.92719512195123,42.91287804878049,42.91202439024391,42.94268292682927,43.01434146341464,43.137512195121964,43.32168292682927,43.57931707317074,43.921341463414635,44.33678048780488,44.806585365853664,45.30882926829268,45.811048780487816,46.277341463414636,46.68378048780488,47.012414634146346,47.258292682926836,47.42541463414635,47.52629268292683,47.59285365853659,47.65704878048781,47.73582926829269,47.85063414634147,48.016414634146344,48.23214634146342,48.493829268292686,48.799439024390246,49.13707317073171,49.48782926829269,49.83626829268294,
167,Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.48309756097562,44.16392682926829,44.82521951219513,45.46002439024391,46.06234146341463,46.63073170731708,47.16468292682927,47.67317073170732,48.16270731707318,48.63931707317074,49.106951219512204,49.56758536585367,50.023707317073175,50.481365853658545,50.94607317073171,51.427926829268294,51.93953658536586,52.4819268292683,53.05263414634147,53.643146341463414,54.24243902439025,54.83643902439025,55.40704878048781,55.94065853658537,56.42870731707318,56.864609756097565,57.24734146341464,57.584878048780496,57.88478048780489,58.15151219512195,58.38612195121952,58.59065853658537,58.769146341463426,58.92514634146342,59.063170731707324,59.18673170731708,59.297780487804886,59.39831707317074,59.491341463414635,59.58085365853659,59.672926829268306,59.770097560975614,59.87439024390245,59.98685365853659,60.10943902439025,60.24260975609757,60.38680487804878,60.539463414634156,60.69751219512196,60.859439024390255,61.02324390243903,61.1869512195122,61.35060975609756,
